StudentID,Name,Gender,AttendanceRate,StudyHoursPerWeek,PreviousGrade,ExtracurricularActivities,ParentalSupport,FinalGrade
55575,Student55575,Female,78,33,62,4,Medium,70
55576,Student55576,Female,87,12,62,3,Medium,64
55577,Student55577,Female,92,14,89,2,High,80
55578,Student55578,Female,85,16,78,4,Medium,69
55579,Student55579,Male,78,23,63,0,Medium,57
55580,Student55580,Male,98,14,61,1,High,73
55581,Student55581,Male,73,17,83,3,High,68
55582,Student55582,Female,81,14,62,5,High,68
55583,Student55583,Female,74,18,63,4,High,67
55584,Student55584,Female,98,28,74,1,High,79
55585,Student55585,Male,88,32,79,2,High,80
55586,Student55586,Female,83,5,65,5,High,68
55587,Student55587,Male,81,15,89,3,High,76
55588,Student55588,Male,92,24,64,2,Low,64
55589,Student55589,Male,77,34,83,0,High,69
55590,Student55590,Male,73,14,65,2,Medium,62
55591,Student55591,Female,100,24,62,0,Low,66
55592,Student55592,Female,88,16,83,3,High,74
55593,Student55593,Female,86,19,69,5,Medium,69
55594,Student55594,Female,82,29,63,0,High,64
55595,Student55595,Female,89,5,91,4,Low,72
55596,Student55596,Male,88,27,92,5,High,88
55597,Student55597,Female,80,16,70,0,Medium,59
55598,Student55598,Male,84,14,71,3,High,72
55599,Student55599,Male,90,13,75,4,High,77
55600,Student55600,Female,96,6,65,2,Medium,70
55601,Student55601,Female,92,25,74,5,Medium,79
55602,Student55602,Male,90,10,83,1,High,70
55603,Student55603,Male,95,18,80,0,High,77
55604,Student55604,Female,75,13,86,1,Low,60
55605,Student55605,Male,82,10,73,1,Low,58
55606,Student55606,Female,74,20,70,0,Medium,64
55607,Student55607,Male,80,32,85,2,Medium,74
55608,Student55608,Male,85,8,76,5,Medium,75
55609,Student55609,Female,83,6,60,0,Medium,61
55610,Student55610,Female,99,21,70,1,Medium,73
55611,Student55611,Male,76,23,89,0,Low,69
55612,Student55612,Female,85,27,89,3,Low,76
55613,Student55613,Male,100,28,62,1,Medium,76
55614,Student55614,Male,88,18,62,0,Medium,65
55615,Student55615,Male,99,18,89,2,High,82
55616,Student55616,Male,87,26,93,1,Medium,77
55617,Student55617,Female,78,5,85,1,High,67
55618,Student55618,Male,70,35,75,0,High,65
55619,Student55619,Male,98,30,83,5,High,86
55620,Student55620,Female,71,8,61,4,High,64
55621,Student55621,Female,80,31,62,5,Low,64
55622,Student55622,Female,96,25,73,4,Low,76
55623,Student55623,Male,83,12,85,1,Medium,71
55624,Student55624,Female,73,33,87,1,Low,66
55625,Student55625,Female,97,28,91,5,High,91
55626,Student55626,Female,87,34,69,0,High,67
55627,Student55627,Female,75,35,81,1,High,71
55628,Student55628,Male,75,23,64,1,Low,59
55629,Student55629,Female,94,33,77,4,Medium,79
55630,Student55630,Female,77,8,81,1,Medium,61
55631,Student55631,Male,91,34,76,2,High,75
55632,Student55632,Female,74,23,69,1,Medium,64
55633,Student55633,Female,70,10,65,3,Low,60
55634,Student55634,Female,99,18,85,3,High,79
55635,Student55635,Female,77,7,87,0,Low,60
55636,Student55636,Female,81,28,82,3,Low,68
55637,Student55637,Male,97,25,62,5,High,81
55638,Student55638,Male,100,6,93,0,High,80
55639,Student55639,Male,99,19,93,1,Low,76
55640,Student55640,Male,73,18,69,3,Medium,67
55641,Student55641,Female,73,28,84,0,High,66
55642,Student55642,Female,89,32,86,0,Low,75
55643,Student55643,Female,74,6,92,4,Medium,73
55644,Student55644,Female,89,32,66,3,Medium,74
55645,Student55645,Male,81,12,73,0,High,63
55646,Student55646,Female,75,16,62,0,High,60
55647,Student55647,Male,98,24,86,3,High,88
55648,Student55648,Female,88,34,72,0,Medium,71
55649,Student55649,Female,82,12,75,0,High,65
55650,Student55650,Female,79,31,78,3,High,76
55651,Student55651,Male,93,33,64,0,High,73
55652,Student55652,Female,74,30,64,0,Medium,59
55653,Student55653,Female,75,35,80,2,Low,64
55654,Student55654,Male,92,32,95,4,High,88
55655,Student55655,Female,83,33,84,2,Medium,80
55656,Student55656,Female,73,15,66,2,Low,57
55657,Student55657,Male,71,27,86,2,Low,65
55658,Student55658,Male,75,5,60,3,High,62
55659,Student55659,Male,92,26,89,3,Low,74
55660,Student55660,Female,90,24,79,1,Medium,74
55661,Student55661,Male,81,6,60,3,Low,55
55662,Student55662,Female,91,33,95,0,Low,76
55663,Student55663,Female,73,31,69,2,Low,59
55664,Student55664,Female,77,15,63,4,Low,61
55665,Student55665,Female,81,30,71,0,High,68
55666,Student55666,Male,88,12,65,0,High,62
55667,Student55667,Female,88,7,74,5,High,79
55668,Student55668,Male,70,19,85,2,High,73
55669,Student55669,Male,93,13,75,5,Medium,74
55670,Student55670,Female,96,25,93,0,Low,79
55671,Student55671,Male,86,5,70,1,Medium,61
55672,Student55672,Female,84,24,81,2,Medium,68
55673,Student55673,Female,94,26,89,5,High,91
55674,Student55674,Female,82,34,80,2,Medium,76
55675,Student55675,Female,81,35,66,4,High,71
55676,Student55676,Male,82,10,79,5,Medium,75
55677,Student55677,Female,87,19,92,1,Low,68
55678,Student55678,Male,84,27,63,4,Medium,70
55679,Student55679,Female,72,30,88,2,High,77
55680,Student55680,Male,98,6,63,2,High,66
55681,Student55681,Female,85,9,66,5,Medium,71
55682,Student55682,Male,80,16,73,4,Medium,70
55683,Student55683,Male,86,30,91,0,High,78
55684,Student55684,Female,76,27,66,3,High,68
55685,Student55685,Male,91,33,92,1,Medium,81
55686,Student55686,Female,77,19,61,1,High,65
55687,Student55687,Male,84,10,85,5,High,82
55688,Student55688,Male,87,8,82,1,High,67
55689,Student55689,Female,100,27,75,2,High,81
55690,Student55690,Female,91,25,70,5,Medium,79
55691,Student55691,Male,78,29,87,0,High,75
55692,Student55692,Male,83,8,95,1,High,75
55693,Student55693,Male,79,26,80,4,High,80
55694,Student55694,Male,94,35,60,5,High,82
55695,Student55695,Male,78,5,91,0,High,64
55696,Student55696,Male,79,9,92,3,High,75
55697,Student55697,Male,83,23,61,2,Low,63
55698,Student55698,Female,87,18,66,2,Low,66
55699,Student55699,Male,90,15,80,3,Low,73
55700,Student55700,Female,96,14,84,4,Medium,75
55701,Student55701,Male,84,24,89,0,Medium,75
55702,Student55702,Female,73,18,69,4,High,66
55703,Student55703,Female,91,32,95,1,High,79
55704,Student55704,Female,81,5,79,1,High,63
55705,Student55705,Male,82,12,74,5,Low,70
55706,Student55706,Male,93,12,72,2,Low,68
55707,Student55707,Male,70,11,77,4,Low,58
55708,Student55708,Female,86,31,65,1,Low,64
55709,Student55709,Male,75,33,82,2,Medium,70
55710,Student55710,Female,91,16,89,1,Medium,79
55711,Student55711,Female,81,7,77,0,High,69
55712,Student55712,Female,86,24,73,3,Low,68
55713,Student55713,Female,83,20,92,4,Medium,75
55714,Student55714,Male,73,12,78,0,Medium,61
55715,Student55715,Female,80,13,71,0,Medium,59
55716,Student55716,Male,70,15,75,1,Medium,62
55717,Student55717,Male,95,7,86,1,High,77
55718,Student55718,Female,87,25,64,4,Low,71
55719,Student55719,Female,87,35,65,5,High,78
55720,Student55720,Female,96,17,72,2,High,79
55721,Student55721,Female,75,17,70,5,High,70
55722,Student55722,Female,87,15,81,3,Medium,74
55723,Student55723,Female,96,6,94,4,Medium,81
55724,Student55724,Male,98,9,74,2,Low,71
55725,Student55725,Female,90,16,95,4,High,82
55726,Student55726,Male,100,21,86,4,Medium,82
55727,Student55727,Male,77,35,92,2,High,82
55728,Student55728,Male,73,13,91,3,High,74
55729,Student55729,Female,84,9,82,4,Medium,71
55730,Student55730,Male,93,18,83,4,High,80
55731,Student55731,Female,95,31,82,2,Medium,80
55732,Student55732,Female,74,27,84,3,Low,64
55733,Student55733,Male,87,22,79,3,High,73
55734,Student55734,Female,99,19,68,2,Medium,76
55735,Student55735,Female,92,16,95,0,Low,70
55736,Student55736,Female,96,25,87,4,High,85
55737,Student55737,Male,99,29,75,4,High,81
55738,Student55738,Female,80,23,92,3,Low,73
55739,Student55739,Female,91,29,68,5,High,81
55740,Student55740,Female,87,15,81,1,Medium,68
55741,Student55741,Male,79,31,88,0,Low,70
55742,Student55742,Female,73,14,75,4,Medium,68
55743,Student55743,Female,74,21,90,3,High,78
55744,Student55744,Male,85,7,86,4,High,77
55745,Student55745,Female,73,27,83,0,Low,61
55746,Student55746,Female,96,9,95,1,Low,78
55747,Student55747,Male,99,14,62,3,Low,72
55748,Student55748,Female,86,23,63,2,High,67
55749,Student55749,Female,86,32,93,3,Low,75
55750,Student55750,Male,86,11,68,2,Low,58
55751,Student55751,Male,80,9,91,5,High,80
55752,Student55752,Female,71,21,72,4,Medium,65
55753,Student55753,Male,89,23,63,4,Medium,68
55754,Student55754,Female,88,27,61,4,High,78
55755,Student55755,Male,90,19,94,3,Low,81
55756,Student55756,Male,75,31,94,1,High,74
55757,Student55757,Male,92,25,90,1,Medium,74
55758,Student55758,Male,91,27,72,3,Medium,77
55759,Student55759,Female,85,30,75,4,Low,72
55760,Student55760,Male,83,29,69,2,Medium,72
55761,Student55761,Male,95,19,67,2,Medium,69
55762,Student55762,Male,72,17,85,3,High,75
55763,Student55763,Male,94,23,69,5,High,77
55764,Student55764,Female,79,16,72,0,Low,59
55765,Student55765,Female,96,5,95,2,High,83
55766,Student55766,Female,89,9,85,3,High,72
55767,Student55767,Female,96,34,76,1,High,83
55768,Student55768,Female,95,27,79,0,High,72
55769,Student55769,Male,87,35,62,3,Medium,69
55770,Student55770,Male,78,11,80,5,High,75
55771,Student55771,Female,98,9,78,2,Medium,74
55772,Student55772,Male,81,11,72,1,High,69
55773,Student55773,Female,86,17,61,1,Medium,61
55774,Student55774,Female,80,32,68,0,High,70
55775,Student55775,Female,97,22,75,1,High,77
55776,Student55776,Male,88,24,69,5,Medium,78
55777,Student55777,Male,71,26,91,0,High,72
55778,Student55778,Male,97,25,82,3,High,81
55779,Student55779,Male,92,35,71,5,High,82
55780,Student55780,Female,93,32,77,3,High,82
55781,Student55781,Male,79,5,77,4,Low,62
55782,Student55782,Female,72,33,72,0,High,65
55783,Student55783,Female,86,16,90,0,High,75
55784,Student55784,Male,77,31,91,2,High,79
55785,Student55785,Male,81,34,79,0,Medium,73
55786,Student55786,Female,100,18,64,1,High,72
55787,Student55787,Male,74,34,65,3,High,67
55788,Student55788,Female,74,19,70,4,Medium,71
55789,Student55789,Female,72,21,81,4,Medium,71
55790,Student55790,Male,81,20,81,3,Medium,70
55791,Student55791,Female,90,10,69,3,Medium,72
55792,Student55792,Female,91,33,85,4,Medium,84
55793,Student55793,Male,78,15,65,2,High,66
55794,Student55794,Female,73,35,88,1,High,72
55795,Student55795,Female,87,16,77,2,Medium,75
55796,Student55796,Male,79,22,85,5,High,82
55797,Student55797,Female,87,10,89,2,High,76
55798,Student55798,Female,92,30,80,0,High,79
55799,Student55799,Male,98,25,88,1,High,78
55800,Student55800,Male,78,30,82,4,Low,73
55801,Student55801,Female,92,22,60,0,High,70
55802,Student55802,Male,87,18,62,2,Low,62
55803,Student55803,Female,73,25,67,0,Low,56
55804,Student55804,Female,79,29,81,1,High,69
55805,Student55805,Male,99,22,67,3,Low,69
55806,Student55806,Female,78,18,67,4,High,71
55807,Student55807,Female,77,19,79,2,Low,64
55808,Student55808,Female,76,13,66,5,High,66
55809,Student55809,Male,76,10,87,1,Medium,69
55810,Student55810,Female,81,17,61,3,Low,61
55811,Student55811,Male,98,34,87,2,Medium,82
55812,Student55812,Female,85,16,62,4,Medium,72
55813,Student55813,Male,77,15,69,4,Low,65
55814,Student55814,Female,94,30,87,4,Low,79
55815,Student55815,Male,75,32,62,1,Medium,61
55816,Student55816,Male,85,19,79,0,Low,67
55817,Student55817,Male,90,20,78,0,High,72
55818,Student55818,Male,91,27,89,2,Medium,78
55819,Student55819,Male,97,30,67,2,Medium,71
55820,Student55820,Female,76,16,86,5,High,77
55821,Student55821,Male,80,29,82,5,Medium,79
55822,Student55822,Female,70,13,85,5,High,74
55823,Student55823,Female,98,18,73,0,Low,67
55824,Student55824,Female,84,15,79,2,Low,68
55825,Student55825,Female,92,20,85,5,High,83
55826,Student55826,Female,99,25,80,0,Medium,79
55827,Student55827,Male,79,23,75,3,Medium,71
55828,Student55828,Male,87,28,91,4,Medium,79
55829,Student55829,Male,87,34,86,1,Medium,74
55830,Student55830,Male,80,20,66,2,High,64
55831,Student55831,Female,90,19,78,0,Medium,68
55832,Student55832,Male,88,20,77,5,High,82
55833,Student55833,Male,87,14,77,2,Medium,72
55834,Student55834,Male,87,29,64,2,Low,64
55835,Student55835,Female,74,19,64,4,Medium,66
55836,Student55836,Male,76,14,95,0,High,68
55837,Student55837,Female,98,24,62,3,Medium,72
55838,Student55838,Female,80,13,65,3,Low,64
55839,Student55839,Female,99,18,61,2,High,69
55840,Student55840,Female,73,21,81,1,High,66
55841,Student55841,Male,97,13,72,5,Medium,80
55842,Student55842,Male,82,15,81,4,Medium,73
55843,Student55843,Male,82,13,71,5,Medium,67
55844,Student55844,Female,79,10,79,3,High,69
55845,Student55845,Male,93,5,67,0,High,63
55846,Student55846,Male,94,14,66,1,Low,68
55847,Student55847,Male,79,11,85,5,High,80
55848,Student55848,Female,83,10,80,3,Medium,68
55849,Student55849,Female,90,21,79,1,High,74
55850,Student55850,Female,72,33,73,2,High,70
55851,Student55851,Female,91,33,63,0,Medium,68
55852,Student55852,Male,99,13,73,2,High,72
55853,Student55853,Female,74,10,80,4,High,70
55854,Student55854,Male,96,9,84,1,High,76
55855,Student55855,Male,83,5,89,3,High,70
55856,Student55856,Female,71,7,84,3,Medium,66
55857,Student55857,Female,95,30,94,4,Low,85
55858,Student55858,Female,74,22,81,3,High,75
55859,Student55859,Male,91,35,79,2,Low,73
55860,Student55860,Male,92,23,92,2,Low,78
55861,Student55861,Female,92,26,89,2,Medium,79
55862,Student55862,Male,97,23,69,2,High,74
55863,Student55863,Male,97,19,60,0,High,73
55864,Student55864,Male,86,5,90,3,High,78
55865,Student55865,Female,74,28,92,0,High,69
55866,Student55866,Male,79,31,87,2,Low,69
55867,Student55867,Female,97,7,91,1,High,77
55868,Student55868,Male,78,7,79,3,Medium,63
55869,Student55869,Male,93,35,89,0,High,80
55870,Student55870,Female,85,34,67,1,High,67
55871,Student55871,Female,74,34,62,2,High,65
55872,Student55872,Male,79,13,84,2,High,69
55873,Student55873,Male,85,20,95,2,Medium,74
55874,Student55874,Male,88,26,94,4,High,82
55875,Student55875,Female,82,18,71,3,High,74
55876,Student55876,Female,89,22,90,1,High,81
55877,Student55877,Female,78,33,81,1,High,69
55878,Student55878,Female,94,8,63,2,Medium,66
55879,Student55879,Male,82,17,89,0,Medium,72
55880,Student55880,Male,77,10,72,2,Medium,64
55881,Student55881,Female,89,31,70,0,Medium,66
55882,Student55882,Female,82,26,71,0,High,66
55883,Student55883,Male,99,12,86,0,Medium,72
55884,Student55884,Female,97,30,84,0,Medium,79
55885,Student55885,Female,96,14,95,4,Medium,87
55886,Student55886,Male,81,33,68,5,High,76
55887,Student55887,Male,73,6,66,5,High,68
55888,Student55888,Male,72,21,65,5,Low,65
55889,Student55889,Female,92,23,82,5,Medium,84
55890,Student55890,Male,90,31,65,5,Low,76
55891,Student55891,Male,79,35,92,3,Low,79
55892,Student55892,Male,74,15,91,3,Medium,68
55893,Student55893,Female,85,32,80,2,Low,69
55894,Student55894,Male,88,18,63,3,High,73
55895,Student55895,Female,71,29,60,0,High,60
55896,Student55896,Male,74,9,85,5,High,75
55897,Student55897,Male,80,34,68,3,High,70
55898,Student55898,Male,84,18,75,2,High,70
55899,Student55899,Female,82,16,86,5,High,75
55900,Student55900,Female,84,26,77,2,Medium,72
55901,Student55901,Male,98,21,62,3,High,77
55902,Student55902,Female,81,20,94,5,Low,74
55903,Student55903,Female,98,20,86,2,High,81
55904,Student55904,Male,71,27,74,1,High,69
55905,Student55905,Female,94,19,68,2,High,76
55906,Student55906,Female,99,24,62,3,Medium,72
55907,Student55907,Male,93,28,80,5,High,88
55908,Student55908,Male,84,13,84,4,High,76
55909,Student55909,Male,86,26,63,1,High,66
55910,Student55910,Male,81,19,82,3,High,73
55911,Student55911,Male,94,15,85,5,High,85
55912,Student55912,Male,81,5,71,5,Low,63
55913,Student55913,Male,71,15,89,3,High,75
55914,Student55914,Male,70,33,60,0,Medium,58
55915,Student55915,Female,73,25,62,3,High,65
55916,Student55916,Female,87,11,90,2,High,79
55917,Student55917,Male,92,16,95,1,High,79
55918,Student55918,Female,79,16,91,0,High,75
55919,Student55919,Male,87,23,83,2,Medium,70
55920,Student55920,Male,85,18,80,1,High,74
55921,Student55921,Male,78,32,70,2,Low,68
55922,Student55922,Male,99,13,77,5,High,79
55923,Student55923,Male,95,15,61,0,High,65
55924,Student55924,Male,94,35,91,5,Medium,91
55925,Student55925,Male,97,6,95,1,Medium,75
55926,Student55926,Male,72,35,76,4,Medium,68
55927,Student55927,Male,86,33,64,5,Low,68
55928,Student55928,Female,77,9,75,5,Low,61
55929,Student55929,Male,70,9,62,2,High,61
55930,Student55930,Male,76,7,86,2,High,67
55931,Student55931,Male,95,6,85,0,Low,64
55932,Student55932,Male,87,19,93,1,Medium,77
55933,Student55933,Female,95,18,74,3,Low,74
55934,Student55934,Female,72,11,79,0,High,65
55935,Student55935,Male,75,35,62,2,Low,58
55936,Student55936,Male,100,6,82,5,Low,79
55937,Student55937,Male,78,6,67,0,Medium,62
55938,Student55938,Female,96,26,62,0,Low,67
55939,Student55939,Male,97,9,61,3,High,68
55940,Student55940,Male,84,29,65,0,Low,63
55941,Student55941,Male,79,9,91,1,Medium,64
55942,Student55942,Male,92,33,72,1,Low,71
55943,Student55943,Female,77,22,90,1,High,77
55944,Student55944,Female,100,33,91,5,Medium,86
55945,Student55945,Female,85,29,64,0,High,67
55946,Student55946,Male,82,17,90,4,Medium,76
55947,Student55947,Female,75,33,73,1,Medium,63
55948,Student55948,Male,72,26,85,4,High,76
55949,Student55949,Male,100,11,75,2,Medium,71
55950,Student55950,Female,84,17,89,2,High,72
55951,Student55951,Male,99,12,79,5,High,87
55952,Student55952,Female,95,16,80,5,Medium,80
55953,Student55953,Female,87,14,81,0,High,75
55954,Student55954,Male,95,29,82,2,Low,76
55955,Student55955,Male,79,16,89,5,High,81
55956,Student55956,Male,89,6,66,2,Medium,68
55957,Student55957,Male,98,28,67,4,Low,72
55958,Student55958,Female,75,9,94,5,Low,73
55959,Student55959,Male,70,17,66,0,High,62
55960,Student55960,Male,72,10,87,3,High,72
55961,Student55961,Male,79,24,67,3,High,69
55962,Student55962,Male,75,22,83,3,High,76
55963,Student55963,Female,89,24,87,2,Medium,73
55964,Student55964,Male,76,19,69,0,High,62
55965,Student55965,Male,81,7,76,1,Low,63
55966,Student55966,Female,88,15,84,0,High,73
55967,Student55967,Female,95,7,63,1,Medium,66
55968,Student55968,Male,78,30,61,5,High,77
55969,Student55969,Female,75,35,68,4,High,71
55970,Student55970,Female,81,8,91,4,High,80
55971,Student55971,Male,79,35,65,1,Low,59
55972,Student55972,Female,73,21,84,5,Medium,75
55973,Student55973,Female,96,12,89,3,Medium,81
55974,Student55974,Male,83,9,94,1,Low,72
55975,Student55975,Female,83,14,92,5,Medium,82
55976,Student55976,Female,70,35,80,4,Medium,69
55977,Student55977,Female,96,5,60,5,High,77
55978,Student55978,Male,90,14,75,0,High,66
55979,Student55979,Female,78,31,77,2,High,70
55980,Student55980,Male,74,11,82,0,Low,59
55981,Student55981,Female,95,29,68,1,High,77
55982,Student55982,Female,98,18,75,5,High,83
55983,Student55983,Male,88,5,88,0,Medium,73
55984,Student55984,Male,87,24,95,2,High,79
55985,Student55985,Female,73,30,94,3,Low,68
55986,Student55986,Male,87,21,66,0,Medium,67
55987,Student55987,Female,75,26,93,0,Medium,71
55988,Student55988,Female,90,18,88,1,High,78
55989,Student55989,Male,87,26,67,2,High,74
55990,Student55990,Male,78,16,65,3,High,66
55991,Student55991,Male,80,25,84,4,High,76
55992,Student55992,Male,96,22,84,5,High,84
55993,Student55993,Female,94,11,79,0,High,69
55994,Student55994,Female,98,30,68,4,High,86
55995,Student55995,Male,91,12,89,4,Medium,76
55996,Student55996,Female,92,13,73,4,Low,70
55997,Student55997,Male,83,25,90,1,Medium,75
55998,Student55998,Male,100,8,78,0,Medium,68
55999,Student55999,Male,78,19,76,3,High,73
56000,Student56000,Male,90,21,80,2,High,75
56001,Student56001,Female,89,8,73,0,Medium,69
56002,Student56002,Male,76,9,78,2,High,70
56003,Student56003,Male,94,26,69,2,Medium,77
56004,Student56004,Male,78,16,80,2,Low,66
56005,Student56005,Female,100,26,94,2,Medium,85
56006,Student56006,Female,81,29,65,5,Medium,70
56007,Student56007,Male,78,18,82,1,Low,60
56008,Student56008,Female,79,9,66,3,Low,64
56009,Student56009,Male,81,31,67,2,High,68
56010,Student56010,Female,89,12,60,1,Low,55
56011,Student56011,Male,75,21,95,0,Low,69
56012,Student56012,Male,77,22,85,0,Low,63
56013,Student56013,Female,96,6,72,3,High,76
56014,Student56014,Female,79,22,88,3,High,74
56015,Student56015,Male,96,20,81,5,Low,77
56016,Student56016,Male,91,14,89,2,High,75
56017,Student56017,Female,90,22,93,0,Medium,71
56018,Student56018,Female,79,32,83,5,High,84
56019,Student56019,Male,91,19,90,5,Low,82
56020,Student56020,Male,78,28,72,4,High,74
56021,Student56021,Male,93,13,63,1,Low,59
56022,Student56022,Female,78,17,86,1,High,69
56023,Student56023,Female,70,14,94,3,High,73
56024,Student56024,Male,70,22,78,3,High,69
56025,Student56025,Male,71,30,60,0,High,61
56026,Student56026,Male,70,33,66,4,High,66
56027,Student56027,Female,90,25,89,4,High,87
56028,Student56028,Female,83,30,74,0,High,71
56029,Student56029,Female,92,6,72,5,Low,70
56030,Student56030,Female,99,20,67,2,High,80
56031,Student56031,Female,83,12,61,2,Low,63
56032,Student56032,Male,97,35,71,2,High,83
56033,Student56033,Female,79,6,82,1,High,69
56034,Student56034,Female,72,35,89,1,High,70
56035,Student56035,Female,80,7,77,2,High,69
56036,Student56036,Female,82,14,65,3,Low,66
56037,Student56037,Male,79,30,85,2,High,72
56038,Student56038,Female,94,6,71,0,High,68
56039,Student56039,Male,87,9,94,4,Medium,79
56040,Student56040,Female,73,30,82,2,Low,67
56041,Student56041,Female,76,13,80,5,Medium,71
56042,Student56042,Male,100,17,63,1,Medium,68
56043,Student56043,Male,94,14,63,1,Medium,64
56044,Student56044,Male,81,20,78,1,Medium,67
56045,Student56045,Female,75,24,90,5,High,77
56046,Student56046,Female,74,31,89,1,Medium,74
56047,Student56047,Male,97,15,85,4,Medium,76
56048,Student56048,Female,93,21,77,5,Medium,75
56049,Student56049,Female,81,22,67,0,High,66
56050,Student56050,Male,78,21,74,4,Low,66
56051,Student56051,Female,85,32,94,1,Medium,74
56052,Student56052,Male,87,20,66,3,High,74
56053,Student56053,Female,93,7,88,4,Low,77
56054,Student56054,Male,80,13,75,0,High,65
56055,Student56055,Female,98,18,82,4,Medium,85
56056,Student56056,Female,77,23,66,4,Low,64
56057,Student56057,Male,94,30,79,2,Medium,82
56058,Student56058,Female,100,18,64,5,Medium,75
56059,Student56059,Male,91,21,77,5,Medium,75
56060,Student56060,Female,93,7,86,0,High,73
56061,Student56061,Male,70,20,83,3,Medium,65
56062,Student56062,Female,79,27,65,2,High,70
56063,Student56063,Female,77,16,88,4,Low,74
56064,Student56064,Male,84,8,85,0,High,72
56065,Student56065,Female,74,26,72,0,Low,58
56066,Student56066,Male,73,19,75,4,High,70
56067,Student56067,Female,97,16,67,5,High,80
56068,Student56068,Male,96,8,71,5,High,76
56069,Student56069,Male,73,7,81,4,Medium,65
56070,Student56070,Female,92,22,93,0,High,80
56071,Student56071,Male,82,34,73,4,Low,69
56072,Student56072,Male,92,6,94,2,Medium,74
56073,Student56073,Female,93,14,84,1,High,77
56074,Student56074,Male,70,30,93,0,High,70
56075,Student56075,Female,77,26,91,0,Low,68
56076,Student56076,Male,82,30,75,0,Medium,68
56077,Student56077,Male,82,29,64,2,Low,66
56078,Student56078,Female,93,23,65,4,Low,72
56079,Student56079,Male,71,32,78,0,High,63
56080,Student56080,Female,75,32,75,3,Medium,69
56081,Student56081,Male,98,8,70,0,Medium,63
56082,Student56082,Male,83,9,90,3,High,72
56083,Student56083,Female,88,29,67,5,Medium,80
56084,Student56084,Female,98,10,68,1,Low,69
56085,Student56085,Male,81,29,69,4,Medium,73
56086,Student56086,Male,90,21,63,2,Medium,64
56087,Student56087,Female,75,5,63,5,High,66
56088,Student56088,Female,98,35,67,2,Low,74
56089,Student56089,Female,93,8,66,3,High,69
56090,Student56090,Male,92,32,83,3,High,84
56091,Student56091,Male,75,23,71,0,High,63
56092,Student56092,Male,73,24,63,2,Low,60
56093,Student56093,Male,85,28,68,0,High,69
56094,Student56094,Male,78,27,93,4,Medium,75
56095,Student56095,Female,76,12,60,4,High,63
56096,Student56096,Female,91,31,91,3,Low,82
56097,Student56097,Female,79,35,71,3,High,71
56098,Student56098,Female,97,10,61,3,High,69
56099,Student56099,Female,86,21,68,4,High,78
56100,Student56100,Male,76,30,71,4,High,71
56101,Student56101,Male,90,33,76,5,Low,81
56102,Student56102,Female,83,32,78,2,Medium,73
56103,Student56103,Male,84,30,74,5,Low,73
56104,Student56104,Male,99,32,76,3,High,80
56105,Student56105,Female,91,6,79,0,High,70
56106,Student56106,Female,75,6,76,2,Medium,60
56107,Student56107,Female,72,15,76,5,Low,62
56108,Student56108,Female,96,14,65,0,Low,63
56109,Student56109,Male,72,33,93,3,High,80
56110,Student56110,Female,82,19,78,1,Medium,71
56111,Student56111,Male,78,16,83,4,Medium,68
56112,Student56112,Male,99,32,64,3,Low,74
56113,Student56113,Female,85,14,64,1,Medium,61
56114,Student56114,Male,70,14,93,3,High,72
56115,Student56115,Female,73,33,94,5,Medium,77
56116,Student56116,Female,80,25,90,4,High,80
56117,Student56117,Female,70,12,92,2,Medium,68
56118,Student56118,Female,78,16,93,2,High,71
56119,Student56119,Female,100,17,91,4,High,85
56120,Student56120,Male,72,32,75,4,High,75
56121,Student56121,Male,100,19,90,2,Medium,78
56122,Student56122,Female,99,23,86,5,High,87
56123,Student56123,Female,94,28,64,1,Medium,70
56124,Student56124,Female,88,12,91,4,Medium,80
56125,Student56125,Female,73,11,81,3,High,66
56126,Student56126,Female,83,33,71,0,Low,67
56127,Student56127,Female,94,15,60,1,Medium,69
56128,Student56128,Female,77,9,60,3,Medium,59
56129,Student56129,Female,90,12,72,1,Medium,70
56130,Student56130,Male,82,10,63,4,Medium,64
56131,Student56131,Female,98,30,86,1,High,87
56132,Student56132,Female,74,11,86,0,Medium,66
56133,Student56133,Female,79,27,69,4,Medium,68
56134,Student56134,Male,97,33,83,5,Low,79
56135,Student56135,Female,71,7,67,3,Medium,57
56136,Student56136,Female,84,22,89,5,High,86
56137,Student56137,Male,87,19,65,0,Medium,65
56138,Student56138,Female,90,30,85,2,Medium,78
56139,Student56139,Male,99,14,66,4,High,78
56140,Student56140,Male,89,5,67,5,High,69
56141,Student56141,Male,90,21,90,2,High,81
56142,Student56142,Female,73,27,68,3,Low,59
56143,Student56143,Female,72,9,69,5,High,67
56144,Student56144,Female,89,21,67,4,Medium,73
56145,Student56145,Male,71,12,86,4,Low,69
56146,Student56146,Female,94,27,67,2,Medium,74
56147,Student56147,Female,90,12,94,3,High,80
56148,Student56148,Male,88,9,67,1,High,68
56149,Student56149,Male,70,32,63,3,Medium,64
56150,Student56150,Female,93,27,64,4,High,81
56151,Student56151,Male,77,9,60,5,Medium,60
56152,Student56152,Male,75,5,80,2,Low,60
56153,Student56153,Female,93,33,66,1,High,79
56154,Student56154,Male,78,5,65,1,High,64
56155,Student56155,Male,94,12,94,5,High,82
56156,Student56156,Male,71,30,83,3,High,73
56157,Student56157,Female,77,27,80,0,High,73
56158,Student56158,Female,72,13,85,3,High,74
